x 0 1 2 3 4 5 6
-12.149999999999888 2.0079508154949803e-7 4.971385995204323e-7 1.8570674568527325e-10 5.5933769115422875e-11 1.684692750809021e-11 1.0244627168580713e-12 1.876368917700058e-14
-12.099999999999888 1.6970377350520218e-7 6.068514484203761e-7 2.0523770534797839e-10 6.18163749643592e-11 1.8618734340770924e-11 1.1322064013239347e-12 2.0737083594231287e-14
-12.049999999999887 1.448064684732075e-7 7.408176688456921e-7 2.2682275634410673e-10 6.831765987102482e-11 2.0576883724675446e-11 1.2512815880018444e-12 2.291802171404808e-14
-11.999999999999886 1.2503908114518456e-7 9.044030859350424e-7 2.506779298707959e-10 7.550269087989846e-11 2.274097347698805e-11 1.3828800213826175e-12 2.5328331098192185e-14
-11.949999999999886 1.0953658518903682e-7 1.1041611144790983e-6 2.770419774409237e-10 8.344337819625731e-11 2.5132662535316803e-11 1.5283187828192454e-12 2.7992134933113052e-14
-11.899999999999885 9.759757925905822e-8 1.3480956482123816e-6 3.0617876042535217e-10 9.221919488768136e-11 2.777588772762121e-11 1.6890534723197776e-12 3.0936093462925947e-14
-11.849999999999884 8.865534436508352e-8 1.6459821475243375e-6 3.3837989091123416e-10 1.0191797227722683e-10 3.0697103340032194e-11 1.866692776681504e-12 3.418967081409489e-14
-11.799999999999883 8.225422310274805e-8 2.0097598096979145e-6 3.739676503087656e-10 1.1263677898882481e-10 3.392554588023828e-11 2.06301456976908e-12 3.7785429882317344e-14
-11.749999999999883 7.803036399464724e-8 2.4540105579656457e-6 4.1329821491899877e-10 1.2448289244268973e-10 3.7493526686279615e-11 2.279983706073667e-12 4.175935823292353e-14
-11.699999999999882 7.569604845519546e-8 2.9965440691608305e-6 4.5676522074799924e-10 1.3757487252379759e-10 4.143675530927928e-11 2.519771685637125e-12 4.615122827652841e-14
-11.649999999999881 7.5026960654593e-8 3.659112314223678e-6 5.048037032484868e-10 1.5204374816906483e-10 4.5794696906633457e-11 2.784778387154373e-12 5.10049953246894e-14
-11.59999999999988 7.585187753869797e-8 4.468282281874591e-6 5.57894451423211e-10 1.6803432874898237e-10 5.0610967222569665e-11 3.0776560867659416e-12 5.6369237509430686e-14
-11.54999999999988 7.804435214522458e-8 5.456501901669658e-6 6.16568819872311e-10 1.8570665336845778e-10 5.593376910917157e-11 3.4013360029289474e-12 6.229764196952115e-14
-11.49999999999988 8.151604197816301e-8 6.663401932708834e-6 6.814140469512879e-10 2.0523759259196484e-10 6.18163749567237e-11 3.759057633036683e-12 6.884954216940292e-14
-11.449999999999878 8.62113987031505e-8 8.13738604894398e-6 7.530791322728029e-10 2.2682261862360035e-10 6.83176598616986e-11 4.15440117539747e-12 7.609051172844386e-14
-11.399999999999878 9.210348838011544e-8 9.937572910337384e-6 8.322813323852229e-10 2.5067776165858906e-10 7.550269086850728e-11 4.591323361062593e-12 8.409302070376887e-14
-11.349999999999877 9.919075496422119e-8 1.213616812366727e-5 9.198133396497946e-10 2.7704177198606963e-10 8.344337818234391e-11 5.074197054120409e-12 9.2937160894937e-14
-11.299999999999876 1.0749457560975283e-7 1.4821361232151133e-5 1.0165512161784676e-9 3.06178509482226e-10 9.221919487068727e-11 5.607855016789988e-12 1.0271144742959664e-13
-11.249999999999876 1.170574858204726e-7 1.810086391817266e-5 1.123463162254156e-9 3.3837958440860705e-10 1.0191797225646997e-10 6.197638277329916e-12 1.1351370465264323e-13
-11.199999999999875 1.2794197686571364e-7 2.2106231298690414e-5 1.2416192070105847e-9 3.7396727594561097e-10 1.1263677896347207e-10 6.849449584844142e-12 1.254520451851262e-13
-11.149999999999874 1.4022978807725055e-7 2.6998139563387954e-5 1.3722019183836535e-9 4.1329775767080814e-10 1.2448289241172363e-10 7.56981248597877e-12 1.3864595195170926e-13
-11.099999999999874 1.5402163344058482e-7 3.297283150100697e-5 1.516518239552905e-9 4.567646622637967e-10 1.3757487248597512e-10 8.36593661476963e-12 1.5322747400593721e-13
-11.049999999999873 1.694373159392368e-7 4.026998820264996e-5 1.676012570372409e-9 5.048030211143407e-10 1.52043748122868e-10 9.24578984908317e-12 1.6934254812154255e-13
-10.999999999999872 1.8661619493173529e-7 4.9182342277447356e-5 1.8522812247586617e-9 5.578936182626823e-10 1.6803432869255708e-10 1.021817805581603e-11 1.871524593767463e-13
-10.949999999999871 2.0571798187523422e-7 6.006741752450669e-5 2.0470884087840457e-9 6.165678022477424e-10 1.8570665329953931e-10 1.1292833222970328e-11 2.0683545534950357e-13
-10.89999999999987 2.2692384831838894e-7 7.336186492313659e-5 2.262383879456246e-9 6.814128040218315e-10 2.0523759250778722e-10 1.248051086066075e-11 2.28588530079186e-13
-10.84999999999987 2.5043783756905235e-7 8.9598968370433e-5 2.5003224609992794e-9 7.530776141553356e-10 2.2682261852078498e-10 1.3793097645875142e-11 2.526293956491608e-13
-10.79999999999987 2.7648857804931e-7 1.0943001986565712e-4 2.763285614060137e-9 8.322794781523593e-10 2.5067776153300954e-10 1.524373038833267e-11 2.79198661122459e-13
-10.749999999999869 3.0533130229062755e-7 1.3365041772957665e-4 3.05390527383345e-9 9.198110748846595e-10 2.770417718326859e-10 1.6846927508090384e-11 3.0856224063817525e-13
-10.699999999999868 3.3725018097216057e-7 1.63231528902726e-4 3.375090195831444e-9 1.0165484499880831e-9 3.0617850929488204e-10 1.8618734340771063e-11 3.4101401476954073e-13
-10.649999999999867 3.725609865160506e-7 1.9935958457350543e-4 3.730055073156159e-9 1.1234597836215975e-9 3.3837958417978377e-10 2.0576883724675553e-11 3.7687877177946776e-13
-10.599999999999866 4.116141056545558e-7 2.4348315599838818e-4 4.122352716908486e-9 1.2416150803394475e-9 3.739672756661246e-10 2.274097347698808e-11 4.165154582106909e-13
-10.549999999999866 4.547979251884907e-7 2.973710947803056e-4 4.555909622075079e-9 1.3721968780561347e-9 4.1329775732943613e-10 2.5132662535316748e-11 4.603207713433517e-13
-10.499999999999865 5.02542619965437e-7 3.6318323148556205e-4 5.035065275175546e-9 1.516512083282982e-9 4.567646618468503e-10 2.7775887727621038e-11 5.087331294747384e-13
-10.449999999999864 5.553243770107533e-7 4.4355662307060765e-4 5.56461559747415e-9 1.676005051087357e-9 5.048030206050801e-10 3.069710334003187e-11 5.622370597570083e-13
-10.399999999999864 6.13670094828926e-7 5.417107405951432e-4 6.149860959038765e-9 1.8522720406831458e-9 5.578936176406685e-10 3.3925545880237754e-11 6.213680475077008e-13
-10.349999999999863 6.781626022370261e-7 6.61575714526577e-4 6.7966592447846165e-9 2.0470771913288673e-9 6.165678014880025e-10 3.749352668627885e-11 6.867178955268295e-13
-10.299999999999862 7.494464467730784e-7 8.079486291988503e-4 7.511484504334366e-9 2.2623701784255737e-9 6.814128030938925e-10 4.143675530927818e-11 7.589406470582049e-13
-10.249999999999861 8.282343088161667e-7 9.866839075451674e-4 8.301491773572118e-9 2.5003057265226496e-9 7.530776130219464e-10 4.579469690663195e-11 8.387591316740248e-13
-10.19999999999986 9.153141041389196e-7 1.2049250819832695e-3 9.17458871773456e-9 2.763265174524213e-9 8.322794767680331e-10 5.061096722256763e-11 9.269721995962778e-13
-10.14999999999986 1.0115568447653747e-6 1.4713867394994418e-3 1.0139514814395144e-8 3.0538803089278897e-9 9.198110731938246e-10 5.593376910916888e-11 1.0244627168581295e-12
-10.09999999999986 1.1179253358103029e-6 1.7966971914967487e-3 1.1205928870453221e-8 3.3750597036269827e-9 1.0165484479229064e-9 6.181637495672019e-11 1.1322064013239832e-12
-10.049999999999859 1.2354837945164554e-6 2.193814482635834e-3 1.238450575100852e-8 3.73001782989356e-9 1.1234597810991744e-9 6.831765986169409e-11 1.251281588001915e-12
-9.999999999999858 1.3654084870764334e-6 2.6785307413872755e-3 1.3687043290635671e-8 4.12230722788487e-9 1.24161507725856e-9 7.550269086850144e-11 1.3828800213826962e-12
-9.949999999999857 1.5089994891252792e-6 3.270082596789439e-3 1.5126580460018014e-8 4.555854061656231e-9 1.372196874293117e-9 8.34433781823365e-11 1.528318782819332e-12
-9.899999999999856 1.6676936871261723e-6 3.991888421298335e-3 1.6717527974201742e-8 5.034997413526807e-9 1.5165120786868304e-9 9.221919487067785e-11 1.6890534723198976e-12
-9.849999999999856 1.8430791503617628e-6 4.872436440843426e-3 1.847581265405041e-8 5.564532711069323e-9 1.67600504547359e-9 1.0191797225645807e-10 1.8666927766816097e-12
-9.799999999999855 2.036911017015652e-6 5.9463511339677925e-3 2.0419036991102668e-8 6.1497597213554575e-9 1.852272033826485e-9 1.1263677896345714e-10 2.0630145697691973e-12
-9.749999999999854 2.251129053022204e-6 7.255668552001014e-3 2.2566655519389174e-8 6.796535592799226e-9 2.0470771829541037e-9 1.244828924117048e-10 2.2799837060737965e-12
-9.699999999999854 2.4878770591321044e-6 8.851353770703256e-3 2.494016976743027e-8 7.51133347545866e-9 2.262370168196626e-9 1.3757487248595175e-10 2.5197716856372325e-12
-9.649999999999853 2.7495243201546456e-6 1.0795094882906565e-2 2.7563343751371644e-8 8.30130730648719e-9 2.500305714028963e-9 1.5204374812283885e-10 2.7847783871545318e-12
-9.599999999999852 3.0386893107816185e-6 1.3161406590431505e-2 3.046244217796984e-8 9.17436340912881e-9 2.763265159264404e-9 1.6803432869252089e-10 3.077656086766116e-12
-9.549999999999851 3.358265894976818e-6 1.6040070769992885e-2 3.3666493756081005e-8 1.0139239621843417e-8 3.0538802902894876e-9 1.8570665329949444e-10 3.401336002929141e-12
-9.49999999999985 3.71145228085505e-6 1.953892872762281e-2 3.7207582269841156e-8 1.120559274951257e-8 3.375059680862008e-9 2.052375925077316e-10 3.7590576330369504e-12
-9.44999999999985 4.101783020524441e-6 2.3787016391260185e-2 4.112116834853284e-8 1.2384095211965958e-8 3.7300178020883225e-9 2.2682261852071624e-10 4.1544011753977075e-12
-9.39999999999985 4.533164374800057e-6 2.8937994025366072e-2 4.5446445180191173e-8 1.368654185711868e-8 4.1223071939235e-9 2.5067776153292466e-10 4.591323361062854e-12
-9.349999999999849 5.0099133963185725e-6 3.5173758811917255e-2 5.022673176162675e-8 1.512596800773993e-8 4.555854020175674e-9 2.770417718325812e-10 5.074197054120697e-12
-9.299999999999848 5.536801121727115e-6 4.270803214867287e-2 5.550990766043351e-8 1.6716779923303588e-8 5.03499736286237e-9 3.06178509294753e-10 5.607855016790307e-12
-9.249999999999847 6.119100304653362e-6 5.178957174290498e-2 6.134889368882433e-8 1.847489898262493e-8 5.564532649187588e-9 3.3837958417962485e-10 6.1976382773302684e-12
-9.199999999999847 6.762638166495572e-6 6.27044578188857e-2 6.780218335939837e-8 2.041792103031e-8 6.149759645772971e-9 3.739672756659292e-10 6.849449584844532e-12
-9.149999999999846 7.473854692149508e-6 7.577662968372972e-2 7.493443051432877e-8 2.2565292481807747e-8 6.796535500482505e-9 4.132977573292016e-10 7.569812485979202e-12
-9.099999999999845 8.259867053109743e-6 9.136549513464286e-2 8.281709909771366e-8 2.493850494958064e-8 7.511333362702806e-9 4.5676466184655505e-10 8.365936614770104e-12
-9.049999999999844 9.128540801492262e-6 0.10985900595642194 9.152918168238882e-8 2.7561310338274195e-8 8.3013071687668e-9 5.048030206047174e-10 9.245789849083697e-12
-8.999999999999844 1.0088568546026506e-5 0.1316601213953436 1.0115799407456468e-7 3.045995856162567e-8 9.174363240916795e-9 5.578936176402236e-10 1.0218178055816611e-11
-8.949999999999843 1.1149556895623098e-5 0.1571641513276293 1.1180005411031072e-7 3.366346026025711e-8 1.0139239416388707e-8 6.165678014874655e-10 1.1292833222970968e-11
-8.899999999999842 1.2322122538471542e-5 0.18672424355957207 1.2356205363625559e-7 3.720387714971425e-8 1.1205592498569683e-8 6.814128030932234e-10 1.2480510860661462e-11
-8.849999999999842 1.361799841556865e-5 0.22060252397591723 1.3656193364312128e-7 4.111664290464355e-8 1.2384094905463596e-8 7.530776130211265e-10 1.3793097645875924e-11
-8.79999999999984 1.5050151048013656e-5 0.25890550158589637 1.5093007360639456e-7 4.544091779061452e-8 1.368654148275582e-8 8.322794767670284e-10 1.524373038833354e-11
-8.74999999999984 1.6632910188312235e-5 0.30150478124562596 1.6681060729655262e-7 5.021998059284908e-8 1.512596755049208e-8 9.198110731926068e-10 1.6846927508091344e-11
-8.69999999999984 1.8382112088388526e-5 0.3479482971950731 1.8436287866651652e-7 5.55016617643982e-8 1.6716779364819763e-8 1.0165484479213994e-9 1.8618734340772126e-11
-8.649999999999839 2.0315257812203174e-5 0.39737326176154814 2.0376305292305145e-7 6.133882212883953e-8 1.8474898300491214e-8 1.1234597810973295e-9 2.057688372467672e-11
-8.599999999999838 2.2451688170125698e-5 0.4484391119775512 2.25205899560574e-7 6.778988192849189e-8 2.0417920197149945e-8 1.2416150772563022e-9 2.2740973476989367e-11
-8.549999999999837 2.4812777016950747e-5 0.4993050004741829 2.489067660017499e-7 7.491940551301158e-8 2.2565291464183717e-8 1.3721968742903735e-9 2.5132662535318183e-11
-8.499999999999837 2.742214483726689e-5 0.5476785210287828 2.751037625738631e-7 8.27987475200971e-8 2.493850370665179e-8 1.5165120786834504e-9 2.777588772762262e-11
-8.449999999999836 3.0305894742520592e-5 0.5909564180001636 3.040601818811702e-7 9.150676701545678e-8 2.756130882015743e-8 1.676005045469455e-9 3.069710334003362e-11
-8.399999999999835 3.349287322548197e-5 0.6264612515284708 3.3606717824333224e-7 1.0113061673934089e-7 3.04599567073936e-8 1.8522720338214278e-9 3.3925545880239686e-11
-8.349999999999834 3.7014958262008204e-5 0.6517515516730723 3.7144673579524564e-7 1.1176661535862421e-7 3.3663457995492894e-8 2.0470771829479482e-9 3.7493526686280985e-11
-8.299999999999834 4.090737761931571e-5 0.6649539692807692 4.1055495712640115e-7 1.2352121145415647e-7 3.720387438352493e-8 2.262370168189064e-9 4.143675530928054e-11
-8.249999999999833 4.5209060526934525e-5 0.6650462533048448 4.537857080269339e-7 1.365120488912003e-7 4.1116639526012236e-8 2.500305714019716e-9 4.579469690663456e-11
-8.199999999999832 4.9963026193883037e-5 0.6520211583689808 5.015746580590115e-7 1.508691442354326e-7 4.5440913663944875e-8 2.7632651592531006e-9 5.06109672225705e-11
-8.149999999999832 5.5216813016385587e-5 0.6268876296077375 5.544037613512856e-7 1.6673618799834954e-7 5.0219975552523355e-8 3.0538802902757147e-9 5.5933769109172046e-11
-8.099999999999831 6.1022952717949e-5 0.5915089415669913 6.128062272963907e-7 1.8427198273521344e-7 5.5501655608130423e-8 3.375059680845118e-9 6.181637495672371e-11
-8.04999999999983 6.743949410140624e-5 0.5483209277957263 6.773720368049982e-7 2.0365203238830834e-7 6.13388146095571e-8 3.73001780206768e-9 6.831765986169797e-11
-7.9999999999998295 7.453058157453051e-5 0.4999999999998294 7.487540665374161e-7 2.2507029878194134e-7 6.778987274441962e-8 4.122307193898272e-9 7.550269086850573e-11
-7.949999999999829 8.236709414126708e-5 0.4491522739618248 8.276748912154146e-7 2.487411428484838e-7 7.491939429556038e-8 4.5558540201449095e-9 8.344337818234121e-11
-7.899999999999828 9.10273511341179e-5 0.39807566195917865 9.149343428537585e-7 2.749014700135297e-7 8.279873381907143e-8 5.034997362824695e-9 9.221919487068307e-11
-7.849999999999827 1.0059789160472659e-4 0.34861780707312845 1.0114179157086124e-6 3.0381310121146187e-7 9.15067502809865e-8 5.56453264914155e-9 1.0191797225646387e-10
-7.799999999999827 1.1117433499460759e-4 0.30212619744832037 1.1181061171137608e-6 3.357653932608023e-7 1.0113059629981308e-7 6.149759645716721e-9 1.1263677896346352e-10
-7.749999999999826 1.2286233148201589e-4 0.2594698668567622 1.2360848773960711e-6 3.7107813482427886e-7 1.1176659039372914e-7 6.7965355004138695e-9 1.2448289241171192e-10
-7.699999999999825 1.357786112503315e-4 0.22110600940137323 1.3665571470017388e-6 4.101047469365392e-7 1.2352118096196555e-7 7.51133336261883e-9 1.3757487248595958e-10
-7.6499999999998245 1.5005214285463133e-4 0.1871668950758062 1.5108558261482958e-6 4.5323582013047646e-7 1.365120116479554e-7 8.3013071686642e-9 1.520437481228475e-10
-7.599999999999824 1.6582541188331007e-4 0.1575487047386877 1.6704581921288685e-6 5.009030235617044e-7 1.508690987464321e-7 9.174363240791444e-9 1.6803432869253045e-10
-7.549999999999823 1.8325583222806642e-4 0.13199099648326368 1.8470020122928125e-6 5.535834252535363e-7 1.667361324379612e-7 1.0139239416235708e-8 1.8570665329950499e-10
-7.499999999999822 2.0251730349598107e-4 0.11014151914265129 2.0423035572572117e-6 6.11804266699122e-7 1.84271914873605e-7 1.1205592498382593e-8 2.0523759250774335e-10
-7.449999999999822 2.2380192942976276e-4 9.1605284909623e-2 2.2583777597198943e-6 6.761482396043603e-7 2.0365194950195702e-7 1.2384094905234946e-8 2.2682261852072911e-10
-7.399999999999821 2.4732191365470164e-4 7.597926548419294e-2 2.4974608001284317e-6 7.472593175803109e-7 2.2507019754432925e-7 1.36865414824766e-8 2.5067776153293887e-10
-7.34999999999982 2.733116506516986e-4 6.287519462481483e-2 2.7620354423483974e-6 8.258492011473436e-7 2.4874101919659336e-7 1.512596755015109e-8 2.770417718325969e-10
-7.2999999999998195 3.0203003157309034e-4 5.193321326468723e-2 3.054859491493392e-6 9.127044405507818e-7 2.7490131898478086e-7 1.6716779364403082e-8 3.061785092947703e-10
-7.249999999999819 3.337629863797404e-4 4.282887050437169e-2 3.3789978035821127e-6 1.0086943076706525e-6 3.0381291674454684e-7 1.847489829998208e-8 3.383795841796441e-10
-7.199999999999818 3.688262857912841e-4 3.527556511613861e-2 3.7378583443029764e-6 1.114779495804269e-6 3.3576516795242437e-7 2.0417920196528186e-8 3.739672756659504e-10
-7.149999999999817 4.0756862871285367e-4 2.9024040688045614e-2 4.135232873857791e-6 1.2320217343846649e-6 3.710778596320328e-7 2.2565291463424362e-8 4.132977573292252e-10
-7.099999999999817 4.503750431359981e-4 2.386011740188856e-2 4.575342928991683e-6 1.3615944148532606e-6 4.1010441081600926e-7 2.493850370572403e-8 4.5676466184658095e-10
-7.049999999999816 4.976706310117905e-4 1.9601488549457535e-2 5.062891884758154e-6 1.5047943340231492e-6 4.532354095919861e-7 2.7561308819023957e-8 5.04803020604746e-10
-6.999999999999815 5.499246902604909e-4 1.609413573627555e-2 5.6031240107748296e-6 1.663054672451157e-6 5.009025221289306e-7 3.04599567060093e-8 5.578936176402554e-10
-6.9499999999998145 6.076552499111639e-4 1.32087150451255e-2 6.201891593883387e-6 1.837959337694308e-6 5.535828128022592e-7 3.3663457993802236e-8 6.165678014875008e-10
-6.899999999999814 6.714340573480512e-4 1.0837123936617909e-2 6.865731386304378e-6 2.0312588159828845e-6 6.11803518649572e-7 3.7203874381459514e-8 6.814128030932622e-10
-6.849999999999813 7.418920597637672e-4 8.889361629722797e-3 7.6019518617181704e-6 2.2448876909346398e-6 6.761473259347517e-7 4.1116639523489097e-8 7.530776130211694e-10
-6.799999999999812 8.197254251600238e-4 7.290732076134272e-3 8.418733028655702e-6 2.480984004613637e-6 7.472582016219671e-7 4.544091366086327e-8 8.322794767670757e-10
-6.749999999999812 9.057021515618886e-4 5.9793987049956e-3 9.325240870187646e-6 2.741910654669395e-6 8.258478381130643e-7 5.021997554875963e-8 9.198110731926588e-10
-6.699999999999811 1.0006693164760277e-3 4.904276465961992e-3 1.0331758862133098e-5 3.0302790416617916e-6 9.127027757373849e-7 5.550165560353278e-8 1.0165484479214573e-9
-6.64999999999981 1.1055610219655248e-3 4.023233917942582e-3 1.1449839482201842e-5 3.348975203187942e-6 1.0086922742635608e-6 6.133881460394085e-8 1.1234597810973934e-9
-6.59999999999981 1.2214070939521012e-3 3.301572351060906e-3 1.2692479175840992e-5 3.7011886963040805e-6 1.1147770121960273e-6 6.778987273756021e-8 1.2416150772563727e-9
-6.549999999999809 1.3493425973848895e-3 2.710747532036067e-3 1.4074320910778936e-5 4.090444517226641e-6 1.232018700899772e-6 7.491939428718253e-8 1.3721968742904516e-9
-6.499999999999808 1.4906182315967893e-3 2.2273008362469785e-3 1.561188925530855e-5 4.52063837767702e-6 1.3615907097478832e-6 8.279873380883775e-8 1.516512078683537e-9
-6.449999999999807 1.6466116723313677e-3 1.831969095207838e-3 1.7323863884384045e-5 4.996075690807003e-6 1.5047898085991624e-6 9.150675026848602e-8 1.6760050454695501e-9
-6.399999999999807 1.8188399283465147e-3 1.5089456934003996e-3 1.923139858810618e-5 5.521514656742012e-6 1.6630491450884384e-6 1.0113059628454543e-7 1.852272033821533e-9
-6.349999999999806 2.0089727809121994e-3 1.2452688292497874e-3 2.1358494272340394e-5 6.102213878776948e-6 1.8379525865617766e-6 1.1176659037508153e-7 2.0470771829480644e-9
-6.299999999999805 2.2188473735793193e-3 1.0303161391357017e-3 2.3732436153657667e-5 6.743984986564082e-6 2.031250570135767e-6 1.235211809391879e-7 2.262370168189193e-9
-6.249999999999805 2.450484016886359e-3 8.553879230363643e-4 2.6384307424582976e-5 7.453250792695328e-6 2.2448776194406758e-6 1.365120116201332e-7 2.500305714019858e-9
-6.199999999999804 2.706103267677661e-3 7.133639370756967e-4 2.934959417833725e-5 8.237109564402053e-6 2.4809717032718383e-6 1.5086909871245067e-7 2.7632651592532582e-9
-6.149999999999803 2.9881443348072573e-3 5.984211117102481e-4 3.2668899429967204e-5 9.103406053225246e-6 2.7418956297883497e-6 1.667361323964567e-7 3.0538802902758888e-9
-6.0999999999998025 3.2992848514396154e-3 5.058016227222957e-4 3.6388787768860816e-5 1.0060809993056188e-5 3.03026069024651e-6 1.842719148229092e-7 3.37505968084531e-9
-6.049999999999802 3.642462038024092e-3 4.3162250912037574e-4 4.056278666737382e-5 1.111890285158576e-5 3.348952788740123e-6 2.0365194944003478e-7 3.730017802067892e-9
-5.999999999999801 4.0208952582264845e-3 3.727195282251421e-4 4.525257592376679e-5 1.2288273702671238e-5 3.7011613192646108e-6 2.2507019746869818e-7 4.122307193898505e-9
-5.9499999999998 4.4381099413581026e-3 3.2651919657807575e-4 5.052940334466146e-5 1.3580625178253176e-5 4.090411078874164e-6 2.487410191042182e-7 4.555854020145168e-9
-5.8999999999998 4.897962807629345e-3 2.909340180870219e-4 5.647577282846299e-5 1.500889055913758e-5 4.520597536033773e-6 2.7490131887195046e-7 5.0349973628249805e-9
-5.849999999999799 5.404668285091875e-3 2.6427677796328567e-4 6.31874608083075e-5 1.658736317519934e-5 4.996025806782435e-6 3.0381291660673225e-7 5.5645326491418676e-9
-5.799999999999798 5.962825947361485e-3 2.4519050942905976e-4 7.077592893089432e-5 1.8331839408465663e-5 5.5214537283528446e-6 3.357651677840985e-7 6.149759645717068e-9
-5.7499999999997975 6.5774487267700205e-3 2.325913435384469e-4 7.93712153489115e-5 2.02597767283215e-5 6.102139460803999e-6 3.710778594264405e-7 6.796535500414256e-9
-5.699999999999797 7.253991565806281e-3 2.2562195121870603e-4 8.912540465363911e-5 2.239046833808679e-5 6.743894092421653e-6 4.1010441056489353e-7 7.511333362619255e-9
-5.649999999999796 7.998380057589988e-3 2.2361369828406274e-4 1.0021679795779339e-4 2.4745236177932183e-5 7.4531397745752695e-6 4.5323540928526786e-7 8.301307168664671e-9
-5.599999999999795 8.81703849041607e-3 2.2605597351035644e-4 1.1285493079358414e-4 2.7347644212161746e-5 8.236973966882865e-6 5.009025217543063e-7 9.174363240791965e-9
-5.549999999999795 9.71691654861966e-3 2.3257142934089679e-4 1.2728661833622093e-4 3.0223734131105426e-5 9.10324043447172e-6 5.535828123446935e-7 1.0139239416236282e-8
-5.499999999999794 1.070551372853517e-2 2.4289610484392598e-4 1.43803246238873e-4 3.3402285821220624e-5 1.0060607706434815e-5 6.118035180906932e-7 1.120559249838323e-8
-5.449999999999793 1.1790900300587416e-2 2.568635898434136e-4 1.62749572580076e-4 3.691510520369953e-5 1.1118655778932734e-5 6.761473252521285e-7 1.2384094905235652e-8
-5.3999999999997925 1.298173338327813e-2 2.743925449085668e-4 1.8453436391313412e-4 4.0797342314336e-5 1.2287971928510008e-5 7.472582007882126e-7 1.3686541482477381e-8
-5.349999999999792 1.428726638937476e-2 2.9547702008604046e-4 2.0964325839783386e-4 4.508784279829313e-5 1.3580256591889326e-5 8.25847837094717e-7 1.512596755015195e-8
-5.299999999999791 1.571734975745256e-2 3.2017912082874927e-4 2.3865433419311162e-4 4.982953632566864e-5 1.5008440368665113e-5 9.127027744935626e-7 1.6716779364404035e-8
-5.24999999999979 1.7282420493342318e-2 3.486236565894258e-4 2.722569649755828e-4 5.50698658006197e-5 1.6586813313918393e-5 1.0086922727443426e-6 1.847489829998313e-8
-5.19999999999979 1.8993477618879356e-2 3.809944793613926e-4 3.112746705954955e-4 6.086126164184551e-5 1.8331167809895287e-5 1.1147770103404545e-6 2.0417920196529344e-8
-5.149999999999789 2.086204016622774e-2 4.1753227882487814e-4 3.566928242912882e-4 6.726166585936059e-5 2.025895644071968e-5 1.2320186986333757e-6 2.2565291463425653e-8
-5.099999999999788 2.290008387660572e-2 4.585336499643732e-4 4.0969226435111963e-4 7.433511114603962e-5 2.238946644295169e-5 1.3615907069796857e-6 2.4938503705725448e-8
-5.0499999999997875 2.511995228075422e-2 5.04351289924269e-4 4.7169008460858807e-4 8.215236074712138e-5 2.4744012469095542e-5 1.5047898052180635e-6 2.7561308819025525e-8
-4.999999999999787 2.753423738175411e-2 5.553952149938423e-4 5.443891530582512e-4 9.079161547194204e-5 2.7346149582482592e-5 1.6630491409587642e-6 3.0459956706011036e-8
-4.949999999999786 3.0155624766129697e-2 6.121349172082249e-4 6.298382411759978e-4 1.0033929487535326e-4 3.022190860204434e-5 1.8379525815177898e-6 3.3663457993804135e-8
-4.899999999999785 3.2996697686516314e-2 6.751024041388966e-4 7.305050501259708e-4 1.1089090036784959e-4 3.340005613625229e-5 2.0312505639750076e-6 3.7203874381461625e-8
-4.849999999999785 3.606969455302155e-2 7.448960858537106e-4 8.493649079923103e-4 1.2255196882028266e-4 3.6912381889029644e-5 2.244877611915888e-6 4.111663952349143e-8
-4.799999999999784 3.9386214421268634e-2 8.221854904208152e-4 9.90008500982823e-4 1.354391261187155e-4 4.079401608902758e-5 2.480971694081058e-6 4.544091366086585e-8
-4.749999999999783 4.2956865569939495e-2 9.077168042465121e-4 1.156772710354939e-3 1.4968125110574222e-4 4.508378018982078e-5 2.7418956185627225e-6 5.0219975548762495e-8
-4.699999999999783 4.679085323167541e-2 1.0023192463925166e-3 1.3548994775244674e-3 1.6542076142549218e-4 4.982457431506282e-5 3.0302606765354753e-6 5.5501655603535945e-8
-4.649999999999782 5.089550410235646e-2 1.1069122971317685e-3 1.5907286370470289e-3 1.828150339804185e-4 5.5063805282461046e-5 3.3489527719934315e-6 6.133881460394436e-8
-4.599999999999781 5.5275727533567964e-2 1.2225138106037251e-3 1.8719318678187024e-3 2.020379740195908e-4 6.085385943686388e-5 3.7011612988101635e-6 6.778987273756406e-8
-4.54999999999978 5.99334164330437e-2 1.3502490496688582e-3 2.207796345171937e-3 2.23281748322276e-4 6.725262495938475e-5 4.090411053891059e-6 7.49193942871868e-8
-4.49999999999978 6.486679495574799e-2 1.4913606880102637e-3 2.609568358281262e-3 2.4675869952980656e-4 7.43240688002086e-5 4.5205975055193635e-6 8.279873380884247e-8
-4.449999999999779 7.006972511484771e-2 1.64721983018537e-3 3.0908691124311477e-3 2.727034604268991e-4 8.213887391177664e-5 4.996025769512084e-6 9.150675026849124e-8
-4.399999999999778 7.553099045221198e-2 1.8193381046141017e-3 3.668197179109047e-3 3.0137528889559554e-4 9.077514304101173e-5 5.521453682830788e-6 1.0113059628455116e-7
-4.349999999999778 8.123358174796785e-2 2.0093808872427275e-3 4.361534585736146e-3 3.330606463769354e-4 1.0031917597909244e-4 6.102139405203307e-6 1.117665903750879e-7
