x 0 1 2 3 4 5 6
-13.999999999999915 2.981227846963482e-4 3.7751345427410797e-10 4.591323417533307e-12 1.3828800213863642e-12 4.165154582106497e-13 2.532833109819074e-14 4.639045660487922e-16
-13.949999999999914 2.440923173808963e-4 4.5232015757272104e-10 5.074197123093932e-12 1.5283187828238299e-12 4.603207713433064e-13 2.7992134933111458e-14 5.126938351596331e-16
-13.899999999999913 1.9985266445457002e-4 5.42766310599874e-10 5.607855101034489e-12 1.6890534723253872e-12 5.087331294746954e-13 3.0936093462923744e-14 5.666143164951012e-16
-13.849999999999913 1.6363012891242563e-4 6.522174620320245e-10 6.197638380226432e-12 1.8666927766883665e-12 5.622370597569527e-13 3.418967081409295e-14 6.262056643556839e-16
-13.799999999999912 1.3397217625996108e-4 7.84774093506444e-10 6.849449710522287e-12 2.0630145697774744e-12 6.213680475076397e-13 3.7785429882315185e-14 6.92064288980148e-16
-13.749999999999911 1.0968933443530395e-4 9.45433262136087e-10 7.569812639482466e-12 2.2799837060839343e-12 6.867178955267618e-13 4.175935823292116e-14 7.648493256195665e-16
-13.69999999999991 8.98075870014706e-5 1.140285918203848e-9 8.365936802259534e-12 2.5197716856496794e-12 7.589406470581197e-13 4.6151228276526454e-14 8.452892313844993e-16
-13.64999999999991 7.352937018389623e-5 1.3767577847432637e-9 9.245790078083934e-12 2.7847783871697248e-12 8.387591316739423e-13 5.10049953246865e-14 9.341890758886736e-16
-13.599999999999909 6.020162264509936e-5 1.6639034306022313e-9 1.0218178335518277e-11 3.0776560867847115e-12 9.269721995961934e-13 5.6369237509427474e-14 1.0324385986561346e-15
-13.549999999999908 4.928961525458993e-5 2.0127652996679193e-9 1.1292833564599518e-11 3.401336002951893e-12 1.0244627168580366e-12 6.229764196951761e-14 1.1410211139335446e-15
-13.499999999999908 4.0355516942136296e-5 2.43681206169472e-9 1.248051127792769e-11 3.759057633064731e-12 1.1322064013238961e-12 6.884954216939801e-14 1.261023352029644e-15
-13.449999999999907 3.304084069171068e-5 2.952473829039002e-9 1.3793098155526243e-11 4.154401175431752e-12 1.251281588001802e-12 7.609051172843955e-14 1.393646335677404e-15
-13.399999999999906 2.705206804475183e-5 3.5797956660975918e-9 1.5243731010822058e-11 4.591323361104493e-12 1.3828800213825718e-12 8.409302070376405e-14 1.5402174002733712e-15
-13.349999999999905 2.2148877099193495e-5 4.34323556013889e-9 1.684692826840078e-11 5.074197054171613e-12 1.5283187828191943e-12 9.293716089493167e-14 1.7022034782962225e-15
-13.299999999999905 1.8134502843270182e-5 5.27263881375834e-9 1.8618735269416428e-11 5.607855016852565e-12 1.689053472319722e-12 1.0271144742959226e-13 1.8812257808601585e-15
-13.249999999999904 1.4847843815558106e-5 6.4044278927558075e-9 2.057688485892573e-11 6.1976382774063836e-12 1.866692776681443e-12 1.1351370465263677e-13 2.079076023340815e-15
-13.199999999999903 1.2156998883551277e-5 7.783055402639747e-9 2.274097486236457e-11 6.849449584937584e-12 2.063014569769013e-12 1.254520451851191e-13 2.297734357464654e-15
-13.149999999999903 9.953975137431155e-6 9.4627784188656e-9 2.513266422741963e-11 7.569812486092945e-12 2.2799837060735933e-12 1.3864595195170136e-13 2.539389189333189e-15
-13.099999999999902 8.150354768375465e-6 1.1509825283713589e-8 2.7775889794360372e-11 8.36593661490913e-12 2.5197716856370443e-12 1.5322747400592636e-13 2.8064590817267566e-15
-13.049999999999901 6.673747202151968e-6 1.4005041723540927e-8 3.069710586435324e-11 9.245789849253612e-12 2.7847783871542866e-12 1.6934254812153293e-13 3.1016169598936338e-15
-12.9999999999999 5.464884216106645e-6 1.7047122365636472e-8 3.392554896345112e-11 1.021817805602427e-11 3.0776560867658467e-12 1.871524593767356e-13 3.427816863084672e-15
-12.9499999999999 4.4752415341360725e-6 2.075655721553446e-8 3.7493530452124476e-11 1.1292833223224741e-11 3.401336002928844e-12 2.0683545534949188e-13 3.7883235095705025e-15
-12.899999999999899 3.6650914976678154e-6 2.528045133567512e-8 4.143675990889275e-11 1.2480510860971568e-11 3.759057633036569e-12 2.285885300791763e-13 4.186744971039504e-15
-12.849999999999898 3.0019086938176994e-6 3.079841099561845e-8 4.5794702524614253e-11 1.3793097646254857e-11 4.154401175397349e-12 2.526293956491464e-13 4.627068783392362e-15
-12.799999999999898 2.4590645755666877e-6 3.7529732348307174e-8 5.061097408438713e-11 1.5243730388796548e-11 4.591323361062463e-12 2.7919866112244327e-13 5.113701855340941e-15
-12.749999999999897 2.0147586991524803e-6 4.5742180943041384e-8 5.593377749021461e-11 1.6846927508657068e-11 5.074197054120266e-12 3.085622406381578e-13 5.651514574232333e-15
-12.699999999999896 1.6511436947978674e-6 5.5762714210874413e-8 6.181638519335304e-11 1.861873434146332e-11 5.6078550167898365e-12 3.4101401476951655e-13 6.245889550522291e-15
-12.649999999999896 1.3536088584544095e-6 6.799057701334531e-8 6.831767236474625e-11 2.0576883725521196e-11 6.197638277329754e-12 3.7687877177944635e-13 6.902775488749662e-15
-12.599999999999895 1.110193615756786e-6 8.291329555915917e-8 7.550270613976448e-11 2.274097347802109e-11 6.849449584843969e-12 4.165154582106672e-13 7.62874672417159e-15
-12.549999999999894 9.111073198677175e-7 1.0112621128654631e-7 8.344339683469992e-11 2.5132662536578635e-11 7.569812485978587e-12 4.603207713433256e-13 8.431069020919358e-15
-12.499999999999893 7.483361112040018e-7 1.2335633834841275e-7 9.221921765272677e-11 2.7775887729162454e-11 8.365936614769437e-12 5.087331294747168e-13 9.317772290208386e-15
-12.449999999999893 6.153210602197983e-7 1.504915018230682e-7 1.0191800008251636e-10 3.069710334191475e-11 9.24578984908297e-12 5.622370597569766e-13 1.0297730956389493e-14
-12.399999999999892 5.066946745608964e-7 1.8361592566725747e-7 1.1263681295028234e-10 3.392554588253772e-11 1.0218178055815824e-11 6.213680475076654e-13 1.138075277516905e-14
-12.349999999999891 4.1806519370150783e-7 2.240536982336991e-7 1.2448293392330794e-10 3.749352668908825e-11 1.1292833222970115e-11 6.867178955267904e-13 1.257767699292562e-14
-12.29999999999989 3.45840011563654e-7 2.734218592780558e-7 1.3757492318833938e-10 4.143675531270984e-11 1.248051086066054e-11 7.58940647058151e-13 1.3900482829530619e-14
-12.24999999999989 2.8708113751260496e-7 3.336952384651214e-7 1.5204381005087625e-10 4.579469691082367e-11 1.3793097645874932e-11 8.387591316739772e-13 1.536240937040676e-14
-12.19999999999989 2.393868914992537e-7 4.0728564694405e-7 1.6803440433159789e-10 5.0610967227687696e-11 1.524373038833248e-11 9.26972199596225e-13 1.6978088067746422e-14
